,titleId,title,region,titleType,originalTitle,startYear,runtimeMinutes,averageRating,numVotes,genre1,genre2,genre3
733831,tt0102945,Sleeping with the Enemy,US,movie,Sleeping with the Enemy,1991,99,6.3,54366,Drama,Thriller,
733933,tt0102951,Soapdish,US,movie,Soapdish,1991,97,6.6,15612,Comedy,Romance,
733967,tt0102958,Sólo con tu pareja,US,movie,Sólo con tu pareja,1991,94,6.9,3664,Comedy,Romance,
734053,tt0102969,The Efficiency Expert,US,movie,Spotswood,1991,97,6.2,1754,Comedy,Drama,
734075,tt0102975,Star Trek 6: The Undiscovered Country,US,movie,Star Trek VI: The Undiscovered Country,1991,110,7.2,73466,Action,Adventure,Sci-Fi
734133,tt0102979,Stepping Out,US,movie,Stepping Out,1991,106,6.4,1120,Comedy,Drama,Musical
734145,tt0102984,The Brotherhood,US,movie,Stone Cold,1991,92,6.0,7679,Action,Crime,Drama
734272,tt0102996,Go Natalie!,US,movie,Strictly Business,1991,84,5.5,1994,Comedy,Romance,
734340,tt0103003,Urban Commando,US,movie,Suburban Commando,1991,90,4.5,10031,Action,Comedy,Sci-Fi
734380,tt0103007,The Super,US,movie,The Super,1991,84,5.7,5607,Comedy,,
734411,tt0103010,Surviving Desire,US,movie,Surviving Desire,1992,53,7.3,1524,Comedy,Drama,Romance
734447,tt0103016,Blake Edwards' Switch,US,movie,Switch,1991,103,5.8,9396,Comedy,Fantasy,
734532,tt0103030,High Heels,US,movie,Tacones lejanos,1991,112,7.1,14966,Comedy,Drama,Romance
734629,tt0103039,Talkin' Dirty After Dark,US,movie,Talkin' Dirty After Dark,1991,89,5.2,7077,Comedy,,
734662,tt0103044,Prison on Fire II,US,movie,Gam yuk fung wan II: To fan,1991,109,6.8,1122,Action,Crime,Drama
734670,tt0103045,Fight Back to School,US,movie,To hok wai lung,1991,100,7.1,3804,Action,Comedy,Romance
734715,tt0103060,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,US,movie,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,88,6.0,53953,Action,Adventure,Comedy
734774,tt0103064,Terminator 2: Judgment Day,US,movie,Terminator 2: Judgment Day,1991,137,8.5,1039690,Action,Sci-Fi,
734897,tt0103074,Thelma & Louise,US,movie,Thelma & Louise,1991,130,7.5,145654,Adventure,Crime,Drama
734951,tt0103077,There's Nothing Out There,US,movie,There's Nothing Out There,1991,91,5.8,1530,Comedy,Horror,
735172,tt0103110,All the Mornings of the World,US,movie,Tous les matins du monde,1991,115,7.5,7045,Biography,Drama,History
735241,tt0103112,Toy Soldiers,US,movie,Toy Soldiers,1991,111,6.6,22290,Action,Drama,Thriller
735259,tt0103116,Trancers II: The Return of Jack Deth,US,movie,Trancers II,1991,88,5.4,2047,Action,Horror,Sci-Fi
735319,tt0103125,True Colors,US,movie,True Colors,1991,111,6.3,5223,Drama,,
735346,tt0103128,True Identity,US,movie,True Identity,1991,93,5.1,1221,Comedy,,
735556,tt0103157,The Unborn,US,movie,The Unborn,1991,83,4.6,1311,Drama,Horror,Sci-Fi
735687,tt0103176,Close to Eden,US,movie,Urga,1991,119,7.6,3585,Drama,,
735732,tt0103184,V.I. Warshawski,US,movie,V.I. Warshawski,1991,89,5.0,5050,Action,Comedy,Crime
735759,tt0103186,Cows,US,movie,Vacas,1992,96,7.1,3676,Drama,Mystery,Romance
735779,tt0103190,Van Gogh,US,movie,Van Gogh,1991,158,7.2,2917,Biography,Drama,
736003,tt0103239,Wedlock,US,movie,Wedlock,1991,101,5.9,8280,Action,Crime,Drama
736045,tt0103241,What About Bob?,US,movie,What About Bob?,1991,99,7.0,66324,Comedy,,
736082,tt0103243,Where Angels Fear to Tread,US,movie,Where Angels Fear to Tread,1991,116,6.4,2192,Drama,Romance,
736152,tt0103247,White Fang,US,movie,White Fang,1991,107,6.7,20416,Adventure,Drama,
736220,tt0103253,Whore,US,movie,Whore,1991,85,5.6,3678,Drama,,
736270,tt0103262,Wild Hearts Can't Be Broken,US,movie,Wild Hearts Can't Be Broken,1991,88,7.2,5164,Drama,Family,Romance
736440,tt0103285,Once Upon a Time in China,US,movie,Wong Fei Hung,1991,134,7.3,18092,Action,Adventure,History
736538,tt0103295,Swordsman II,US,movie,Siu ngo gong woo: Dung Fong Bat Bai,1992,112,7.2,4281,Action,Fantasy,
736560,tt0103296,Fist of Fury 1991,US,movie,Xin jing wu men 1991,1991,96,6.6,1136,Action,Comedy,
736607,tt0103303,Year of the Gun,US,movie,Year of the Gun,1991,111,5.6,2607,Action,Romance,Thriller
736781,tt0103328,Tricky Brains,US,movie,Jing goo juen ga,1991,110,7.0,2387,Comedy,Romance,
738338,tt0103594,Christopher Columbus,US,movie,1492: Conquest of Paradise,1992,154,6.5,29456,Adventure,Biography,Drama
738369,tt0103595,1991: The Year Punk Broke,US,movie,1991: The Year Punk Broke,1992,99,7.4,1444,Documentary,History,Music
738396,tt0103596,3 Ninjas,US,movie,3 Ninjas,1992,84,5.3,21171,Action,Comedy,Family
738418,tt0103601,Mother,US,movie,588 rue Paradis,1992,130,6.8,1994,Drama,,
738523,tt0103617,Aces,US,movie,Aces: Iron Eagle III,1992,98,3.7,2907,Action,,
738565,tt0103621,Adventures in Dinosaur City,US,movie,Adventures in Dinosaur City,1991,88,4.9,1107,Adventure,Family,Fantasy
738629,tt0103634,Aileen Wuornos: Selling of a Serial Killer,US,movie,Aileen Wuornos: The Selling of a Serial Killer,1992,87,7.0,2842,Crime,Documentary,
738652,tt0103639,Aladdin,US,movie,Aladdin,1992,90,8.0,389045,Adventure,Animation,Comedy
738719,tt0103644,Alien 3,US,movie,Alien³,1992,114,6.5,289044,Action,Horror,Sci-Fi
738893,tt0103670,American Heart,US,movie,American Heart,1992,113,6.7,3323,Crime,Drama,Romance
738925,tt0103671,American Me,US,movie,American Me,1992,125,7.1,9098,Biography,Crime,Drama
739094,tt0103704,A Scene at the Sea,US,movie,"Ano natsu, ichiban shizukana umi",1991,101,7.5,5592,Comedy,Drama,Romance
739246,tt0103743,The Eight Immortals Restaurant: The Untold Story,US,movie,Bat sin fan dim: Yan yuk cha siu bau,1993,96,6.9,3833,Comedy,Crime,Drama
739285,tt0103747,The Babe,US,movie,The Babe,1992,115,5.9,10829,Biography,Drama,Sport
739399,tt0103759,Bad Lieutenant,US,movie,Bad Lieutenant,1992,96,7.1,41476,Crime,Drama,Thriller
739443,tt0103767,Baraka,US,movie,Baraka,1992,96,8.6,37830,Documentary,,
739481,tt0103772,Love Hurts,US,movie,Basic Instinct,1992,127,7.0,190132,Drama,Mystery,Thriller
739529,tt0103773,Basket Case 3,US,movie,Basket Case 3,1991,90,4.8,3517,Comedy,Horror,
739567,tt0103776,Batman 2,US,movie,Batman Returns,1992,126,7.0,287027,Action,Crime,Fantasy
739655,tt0103783,Bebe's Kids,US,movie,Bebe's Kids,1992,70,5.8,5051,Animation,Comedy,Fantasy
739698,tt0103786,Beethoven,US,movie,Beethoven,1992,87,5.7,69583,Comedy,Drama,Family
739763,tt0103791,Belle Epoque,US,movie,Belle Epoque,1992,109,7.1,9972,Comedy,Drama,Romance
739799,tt0103793,Benny's Video,US,movie,Benny's Video,1992,110,7.2,15343,Crime,Drama,
739840,tt0103800,Betty,US,movie,Betty,1992,103,6.9,1475,Drama,,
739900,tt0103805,Beyond the Law,US,movie,Beyond the Law,1993,108,6.5,6649,Crime,Drama,Thriller
739964,tt0103812,The Bikini Carwash Company,US,movie,The Bikini Carwash Company,1992,87,4.6,1022,Comedy,,
740061,tt0103827,Blame It on the Bellboy,US,movie,Blame It on the Bellboy,1992,78,5.5,2608,Comedy,,
740135,tt0103838,The Projectionist,US,movie,The Inner Circle,1991,137,7.0,2017,Biography,Drama,History
740226,tt0103848,Blue Ice,US,movie,Blue Ice,1992,105,5.2,1613,Action,Mystery,Thriller
740236,tt0103850,Bob Roberts,US,movie,Bob Roberts,1992,102,7.0,14925,Comedy,Drama,
740314,tt0103855,The Bodyguard,US,movie,The Bodyguard,1992,129,6.3,127734,Action,Drama,Music
740378,tt0103859,Boomerang,US,movie,Boomerang,1992,117,5.6,28701,Comedy,Drama,Romance
740411,tt0103872,Brain Donors,US,movie,Brain Donors,1992,80,7.1,4280,Comedy,,
740436,tt0103873,Dead Alive,US,movie,Braindead,1992,104,7.5,94616,Comedy,Fantasy,Horror
740471,tt0103874,Dracula,US,movie,Dracula,1992,128,7.4,205970,Fantasy,Horror,
740577,tt0103882,A Brief History of Time,US,movie,A Brief History of Time,1991,80,7.3,5467,Biography,Documentary,
740599,tt0103888,Brother's Keeper,US,movie,Brother's Keeper,1992,104,7.5,4006,Crime,Documentary,Mystery
740641,tt0103893,Buffy the Vampire Slayer,US,movie,Buffy the Vampire Slayer,1992,86,5.7,43328,Action,Comedy,Fantasy
740683,tt0103898,The Burning Moon,US,movie,The Burning Moon,1992,86,5.2,1086,Horror,,
740700,tt0103905,Man Bites Dog,US,movie,C'est arrivé près de chez vous,1992,95,7.5,39637,Comedy,Crime,Drama
740792,tt0103919,Clive Barker's Candyman,US,movie,Candyman,1992,99,6.7,85297,Horror,Thriller,
740882,tt0103924,Captain Ron,US,movie,Captain Ron,1992,100,5.8,21098,Adventure,Comedy,
740914,tt0103926,Careful,US,movie,Careful,1992,100,7.0,1846,Comedy,Drama,Romance
740925,tt0103927,Carry on Columbus,US,movie,Carry on Columbus,1992,91,3.4,2309,Action,Adventure,Comedy
740980,tt0103935,Rebels of the Neon God,US,movie,Qing shao nian nuo zha,1992,106,7.6,4247,Crime,Drama,
741021,tt0103939,Charlie,US,movie,Chaplin,1992,143,7.5,56082,Biography,Comedy,Drama
741118,tt0103950,City Hunter,US,movie,Sing si lip yan,1993,105,6.4,10760,Action,Comedy,Crime
741175,tt0103956,Child's Play III,US,movie,Child's Play 3,1991,90,5.1,38982,Horror,Thriller,
741208,tt0103957,Children of the Night,US,movie,Children of the Night,1991,92,4.7,1100,Horror,,
741261,tt0103962,Christopher Columbus: The Discovery,US,movie,Christopher Columbus: The Discovery,1992,120,4.5,2957,Adventure,Biography,Drama
741316,tt0103969,The Oak,US,movie,Balanta,1992,105,8.1,2823,Comedy,Drama,
741382,tt0103976,City of Joy,US,movie,City of Joy,1992,132,6.5,5105,Drama,,
741389,tt0103977,Claire of the Moon,US,movie,Claire of the Moon,1992,107,5.1,1009,Drama,Romance,
741408,tt0103978,Class Act,US,movie,Class Act,1992,98,6.1,7385,Comedy,,
741492,tt0103994,Like Water for Chocolate,US,movie,Como agua para chocolate,1992,105,7.1,17532,Drama,Romance,
741575,tt0104006,Consenting Adults,US,movie,Consenting Adults,1992,99,5.7,7301,Crime,Drama,Mystery
741620,tt0104008,A Tale of Winter,US,movie,Conte d'hiver,1992,114,7.3,4657,Drama,,
741632,tt0104009,Cool World,US,movie,Cool World,1992,102,4.9,22500,Animation,Comedy,Fantasy
741699,tt0104014,All Ladies Do It,US,movie,Così fan tutte,1992,93,5.3,4544,Comedy,Drama,
741799,tt0104027,CrissCross,US,movie,CrissCross,1992,100,5.8,1893,Crime,Drama,
741819,tt0104028,The Black Bomber,US,movie,Crni bombarder,1992,116,7.9,3142,Drama,,
741828,tt0104029,Cronos,US,movie,Cronos,1993,94,6.7,28832,Fantasy,Horror,
741895,tt0104036,The Soldier's Wife,US,movie,The Crying Game,1992,112,7.3,53794,Crime,Drama,Romance
741938,tt0104040,The Cutting Edge,US,movie,The Cutting Edge,1992,101,6.9,19582,Comedy,Drama,Romance
742054,tt0104053,Dario Argento's Trauma,US,movie,Trauma,1993,106,5.9,6759,Horror,Mystery,Thriller
742073,tt0104054,Dark Horse,US,movie,Dark Horse,1992,98,7.6,1148,Drama,Family,
742089,tt0104057,Daughters of the Dust,US,movie,Daughters of the Dust,1991,113,6.6,2444,Drama,History,Romance
742226,tt0104070,Death Becomes Her,US,movie,Death Becomes Her,1992,104,6.6,112698,Comedy,Fantasy,Horror
742274,tt0104073,Deep Cover,US,movie,Deep Cover,1992,107,6.9,10464,Action,Crime,Thriller
742328,tt0104082,The Democratic Terrorist,US,movie,Den demokratiske terroristen,1992,96,5.8,1129,Action,Thriller,
742519,tt0104107,Diggstown,US,movie,Diggstown,1992,98,7.0,7284,Drama,Sport,
742606,tt0104114,The Distinguished Gentleman,US,movie,The Distinguished Gentleman,1992,112,5.9,15807,Comedy,Crime,
742614,tt0104115,Doctor Mordrid,US,movie,Doctor Mordrid,1992,74,5.7,1623,Action,Fantasy,Horror
742656,tt0104119,Dolly Dearest,US,movie,Dolly Dearest,1991,93,4.8,2965,Comedy,Drama,Horror
742775,tt0104135,Double Trouble,US,movie,Double Trouble,1992,86,4.0,1699,Action,Comedy,Crime
742814,tt0104139,Doctor Giggles,US,movie,Dr. Giggles,1992,95,5.2,6198,Comedy,Drama,Horror
742932,tt0104155,Dust Devil,US,movie,Dust Devil,1992,115,6.3,5206,Horror,Mystery,Thriller
743000,tt0104181,Emily Brontë's Wuthering Heights,US,movie,Wuthering Heights,1992,105,6.8,12910,Drama,History,Romance
743063,tt0104187,Encino Man,US,movie,Encino Man,1992,88,5.8,39066,Comedy,,
743117,tt0104201,Equinox,US,movie,Equinox,1992,110,5.6,1272,Crime,Drama,Mystery
743175,tt0104215,Excessive Force,US,movie,Excessive Force,1993,87,5.3,1268,Action,,
743281,tt0104231,Far and Away,US,movie,Far and Away,1992,140,6.6,61625,Adventure,Drama,Romance
743368,tt0104237,Damage,US,movie,Damage,1992,111,6.8,17506,Drama,Romance,
743482,tt0104254,FernGully: The Last Rainforest,US,movie,FernGully: The Last Rainforest,1992,76,6.5,29066,Adventure,Animation,Family
743551,tt0104257,A Few Good Men,US,movie,A Few Good Men,1992,138,7.7,248947,Drama,Thriller,
743628,tt0104265,Final Analysis,US,movie,Final Analysis,1992,124,5.9,13983,Drama,Thriller,
743719,tt0104279,Flodder Does Manhattan!,US,movie,Flodder in Amerika!,1992,120,5.6,4678,Comedy,Family,
743733,tt0104283,Folks!,US,movie,Folks!,1992,107,5.7,2567,Comedy,Drama,
743818,tt0104291,Forever Young,US,movie,Forever Young,1992,102,6.3,46291,Drama,Romance,Sci-Fi
743882,tt0104299,Freejack,US,movie,Freejack,1992,110,5.4,15726,Action,Crime,Sci-Fi
744052,tt0104321,Gas Food Lodging,US,movie,Gas Food Lodging,1992,101,6.6,3856,Drama,Romance,
744163,tt0104346,Gladiator,US,movie,Gladiator,1992,101,6.5,8924,Action,Drama,Sport
744172,tt0104348,Glengarry Glen Ross,US,movie,Glengarry Glen Ross,1992,100,7.7,101377,Crime,Drama,Mystery
744239,tt0104350,The Best Intentions,US,movie,Den goda viljan,1992,180,7.8,3147,Biography,Drama,Romance
744259,tt0104352,Godzilla vs. Mothra,US,movie,Gojira vs. Mosura,1992,102,6.2,4670,Action,Adventure,Fantasy
744325,tt0104362,Disaster in Time,US,movie,Timescape,1991,99,6.5,2600,Mystery,Sci-Fi,
744404,tt0104376,The Gun in Betty Lou's Handbag,US,movie,The Gun in Betty Lou's Handbag,1992,89,5.1,1666,Comedy,Mystery,
744429,tt0104377,Guncrazy,US,movie,Guncrazy,1992,97,5.6,2379,Crime,Drama,Romance
744493,tt0104389,The Hand that Rocks the Cradle,US,movie,The Hand That Rocks the Cradle,1992,110,6.6,41581,Drama,Thriller,
744522,tt0104391,Hard Hunted,US,movie,Hard Hunted,1993,97,4.2,1094,Action,Adventure,Thriller
744604,tt0104409,Hellraiser III: Hell on Earth,US,movie,Hellraiser III: Hell on Earth,1992,97,5.5,29427,Horror,,
744681,tt0104412,Hero,US,movie,Hero,1992,119,6.5,22028,Comedy,Drama,Romance
744747,tt0104418,Highway to Hell,US,movie,Highway to Hell,1991,94,6.0,4425,Adventure,Comedy,Fantasy
744789,tt0104427,Hoffa,US,movie,Hoffa,1992,140,6.6,22611,Biography,Crime,Drama
744838,tt0104431,Home Alone 2,US,movie,Home Alone 2: Lost in New York,1992,120,6.8,325313,Adventure,Comedy,Crime
744923,tt0104437,"Honey, I Blew Up the Kid",US,movie,"Honey, I Blew Up the Kid",1992,89,4.9,43123,Adventure,Comedy,Family
744963,tt0104438,Honeymoon in Vegas,US,movie,Honeymoon in Vegas,1992,96,5.8,17633,Comedy,Romance,Thriller
745108,tt0104452,HouseSitter,US,movie,HouseSitter,1992,102,6.1,24163,Comedy,Romance,
745138,tt0104454,Howards End,US,movie,Howards End,1992,142,7.4,30931,Drama,Romance,
745227,tt0104466,Husbands and Wives,US,movie,Husbands and Wives,1992,108,7.5,28656,Comedy,Drama,Romance
745260,tt0104467,Hyènes,US,movie,Hyènes,1992,110,7.4,1067,Comedy,Drama,
745488,tt0104503,In the Soup,US,movie,In the Soup,1992,93,7.2,3552,Comedy,Drama,
745502,tt0104504,Incident at Oglala: The Leonard Peltier Story,US,movie,Incident at Oglala,1992,89,7.5,1140,Documentary,History,
745542,tt0104507,Indochine,US,movie,Indochine,1992,160,7.1,9793,Drama,Romance,War
745575,tt0104511,Innocent Blood,US,movie,Innocent Blood,1992,112,6.2,9891,Action,Comedy,Crime
745689,tt0104522,Into the West,US,movie,Into the West,1992,97,7.0,2883,Adventure,Family,Fantasy
745861,tt0104545,"Jamón, Jamón",US,movie,Jamón Jamón,1992,95,6.4,13020,Comedy,Drama,Romance
745912,tt0104549,Jennifer 8,US,movie,Jennifer Eight,1992,124,6.3,16439,Crime,Drama,Mystery
745916,tt0104550,Jersey Girl,US,movie,Jersey Girl,1992,95,6.1,1607,Comedy,Drama,Romance
745943,tt0104553,"All's Well, Ends Well",US,movie,Ga yau hei si,1992,100,7.2,2050,Comedy,Romance,
745981,tt0104558,Supercop,US,movie,Ging chaat goo si III: Chiu kup ging chaat,1992,96,6.9,20643,Action,Comedy,Crime
746037,tt0104561,Jo Jeeta Wohi Sikandar,US,movie,Jo Jeeta Wohi Sikandar,1992,174,8.2,22661,Comedy,Drama,Romance
746060,tt0104567,Johnny Suede,US,movie,Johnny Suede,1991,97,5.8,3982,Comedy,Drama,Music
746140,tt0104573,Juice,US,movie,Juice,1992,95,7.1,25794,Action,Crime,Drama
746159,tt0104575,Just Another Girl on the I.R.T.,US,movie,Just Another Girl on the I.R.T.,1992,92,6.3,1048,Drama,,
746329,tt0104605,Khiladi,US,movie,Khiladi,1992,157,7.2,7933,Action,Mystery,Romance
746344,tt0104607,God Is the Witness,US,movie,Khuda Gawah,1992,193,6.5,1957,Action,Adventure,Drama
746362,tt0104609,Kickboxer 3: the Art of War,US,movie,Kickboxer 3: The Art of War,1992,92,4.2,3219,Action,Sport,Thriller
746494,tt0104627,Knight Moves,US,movie,Knight Moves,1992,116,6.1,8379,Crime,Drama,Mystery
746577,tt0104647,Hero Wanted,US,movie,Kuffs,1992,102,5.9,10613,Action,Comedy,Crime
746649,tt0104652,Porco Rosso,US,movie,Kurenai no buta,1992,94,7.7,83935,Adventure,Animation,Comedy
746706,tt0104662,The Dark Side of the Heart,US,movie,El lado oscuro del corazón,1992,127,7.6,3601,Comedy,Drama,Romance
746787,tt0104670,Ladybugs,US,movie,Ladybugs,1992,90,5.5,9493,Comedy,Sport,
746874,tt0104684,Hard Boiled,US,movie,Lat sau san taam,1992,128,7.8,48902,Action,Crime,Thriller
746978,tt0104691,The Last of the Mohicans,US,movie,The Last of the Mohicans,1992,112,7.7,160642,Action,Adventure,Drama
747009,tt0104692,Stephen King's The Lawnmower Man,US,movie,The Lawnmower Man,1992,108,5.4,35227,Horror,Sci-Fi,
747032,tt0104693,Laws of Gravity,US,movie,Laws of Gravity,1992,100,6.8,1036,Crime,Drama,
747047,tt0104694,A League of Their Own,US,movie,A League of Their Own,1992,128,7.3,99922,Comedy,Drama,Sport
747096,tt0104695,Leap of Faith,US,movie,Leap of Faith,1992,108,6.1,12898,Comedy,Drama,Romance
747131,tt0104697,Leaving Normal,US,movie,Leaving Normal,1992,110,6.6,1429,Comedy,Drama,
747171,tt0104706,Lessons of Darkness,US,movie,Lektionen in Finsternis,1992,54,8.0,5756,Documentary,War,
747205,tt0104714,Lethal Weapon 3,US,movie,Lethal Weapon 3,1992,118,6.7,162902,Action,Crime,Thriller
747382,tt0104743,Live Wire,US,movie,Live Wire,1992,85,5.6,3496,Action,Drama,Thriller
747410,tt0104745,The Living End,US,movie,The Living End,1992,81,6.5,3102,Comedy,Drama,
747486,tt0104756,Lorenzo's Oil,US,movie,Lorenzo's Oil,1992,129,7.3,21795,Biography,Drama,
747534,tt0104759,The Lost World,US,movie,The Lost World,1992,99,5.4,1149,Adventure,Fantasy,Sci-Fi
747592,tt0104765,Love Field,US,movie,Love Field,1992,105,6.6,3951,Drama,,
747645,tt0104770,Royal Tramp,US,movie,Luk ting kei,1992,106,7.1,3515,Action,Comedy,
747648,tt0104771,Royal Tramp II,US,movie,Luk ting kei II: San lung gau,1992,93,7.0,2579,Action,Comedy,
747675,tt0104774,A Place in the World,US,movie,Un lugar en el mundo,1992,120,7.8,2449,Drama,,
747737,tt0104779,Bitter Moon,US,movie,Bitter Moon,1992,139,7.2,37497,Drama,Romance,Thriller
747760,tt0104782,Leolo,US,movie,Léolo,1992,107,7.5,6920,Comedy,Drama,
747852,tt0104797,Malcolm X,US,movie,Malcolm X,1992,202,7.7,90877,Biography,Drama,History
747906,tt0104802,The Mambo Kings,US,movie,The Mambo Kings,1992,104,6.4,5433,Drama,Music,
747921,tt0104804,Man Trouble,US,movie,Man Trouble,1992,100,4.7,3119,Comedy,Romance,
747981,tt0104808,MC3: Maniac Cop 3,US,movie,Maniac Cop 3: Badge of Silence,1992,85,5.0,4056,Action,Horror,
748003,tt0104810,Manufacturing Consent: Noam Chomsky and the Media,US,movie,Manufacturing Consent: Noam Chomsky and the Media,1992,167,8.2,4698,Biography,Documentary,War
748031,tt0104812,Map of the Human Heart,US,movie,Map of the Human Heart,1992,109,7.1,3193,Adventure,Drama,Romance
748045,tt0104815,El Mariachi,US,movie,El mariachi,1992,81,6.9,65605,Action,Crime,Thriller
748229,tt0104837,Meatballs 4,US,movie,Meatballs 4,1992,84,3.4,2333,Comedy,,
748255,tt0104839,Medicine Man,US,movie,Medicine Man,1992,106,6.1,22699,Adventure,Drama,Romance
748321,tt0104850,Memoirs of an Invisible Man,US,movie,Memoirs of an Invisible Man,1992,99,6.0,24298,Comedy,Romance,Sci-Fi
748400,tt0104860,We Are Not Angels,US,movie,Mi nismo andjeli,1992,98,8.4,8537,Comedy,Fantasy,Romance
748435,tt0104868,Bombay,US,movie,The Mighty Ducks,1992,104,6.6,63680,Comedy,Drama,Family
748474,tt0104870,Mikey,US,movie,Mikey,1992,92,5.6,2576,Horror,Thriller,
748554,tt0104879,Miracle Beach,US,movie,Miracle Beach,1992,88,5.6,1467,Comedy,Romance,
748638,tt0104892,Mistress,US,movie,Mistress,1992,110,5.4,2211,Comedy,Drama,
748698,tt0104897,Mo' Money,US,movie,Mo' Money,1992,89,5.5,7480,Action,Comedy,Crime
748714,tt0104905,Dick and Marge Save the World,US,movie,Mom and Dad Save the World,1992,88,5.4,4604,Adventure,Comedy,Family
748773,tt0104919,Travellers,US,movie,Mosaferan,1992,90,7.4,1004,Drama,,
748799,tt0104922,Motorama,US,movie,Motorama,1991,90,6.3,1895,Adventure,Comedy,Crime
748813,tt0104926,Mr. Baseball,US,movie,Mr. Baseball,1992,108,6.0,10866,Comedy,Romance,Sport
748843,tt0104928,Mr. Saturday Night,US,movie,Mr. Saturday Night,1992,119,5.9,5937,Comedy,Drama,
748909,tt0104940,The Muppet Christmas Carol,US,movie,The Muppet Christmas Carol,1992,85,7.7,52213,Comedy,Drama,Family
749001,tt0104952,My Cousin Vinny,US,movie,My Cousin Vinny,1992,120,7.6,115643,Comedy,Crime,
749098,tt0104969,Glitch II: The Naked Truth,US,movie,The Naked Truth,1992,92,3.7,1340,Comedy,,
749126,tt0104974,"Naser al-din Shah, Actor of Cinema",US,movie,"Nassereddin Shah, Actor-e Cinema",1992,92,7.3,1019,Comedy,Drama,Fantasy
749177,tt0104981,Neon City,US,movie,Neon City,1991,99,5.4,1039,Action,Adventure,Sci-Fi
749245,tt0104990,Newsies,US,movie,Newsies,1992,121,6.9,20041,Drama,Family,History
749319,tt0105001,Night and the City,US,movie,Night and the City,1992,105,5.8,4745,Comedy,Crime,Drama
